section,book,chapter,verse,hebrew
Prophets,Hosea,10,11,ואפרים עגלה מלמדה אהבתי לדוש ואני עברתי על טוב צוארה ארכיב אפרים יחרוש יהודה ישדד לו יעקב
Prophets,Hosea,10,12,זרעו לכם לצדקה קצרו לפי חסד נירו לכם ניר ועת לדרוש את יהוה עד יבוא וירה צדק לכם
Prophets,Hosea,10,13,חרשתם רשע עולתה קצרתם אכלתם פרי כחש כי בטחת בדרכך ברב גבוריך
Prophets,Hosea,10,14,וקאם שאון בעמך וכל מבצריך יושד כשד שלמן בית ארבאל ביום מלחמה אם על בנים רטשה
Prophets,Hosea,10,15,ככה עשה לכם בית אל מפני רעת רעתכם בשחר נדמה נדמה מלך ישראל
Prophets,Hosea,11,1,כי נער ישראל ואהבהו וממצרים קראתי לבני
Prophets,Hosea,11,2,קראו להם כן הלכו מפניהם לבעלים יזבחו ולפסלים יקטרון
Prophets,Hosea,11,3,ואנכי תרגלתי לאפרים קחם על זרועתיו ולא ידעו כי רפאתים
Prophets,Hosea,11,4,בחבלי אדם אמשכם בעבתות אהבה ואהיה להם כמרימי על על לחיהם ואט אליו אוכיל
Prophets,Hosea,11,5,לא ישוב אל ארץ מצרים ואשור הוא מלכו כי מאנו לשוב
Prophets,Hosea,11,6,וחלה חרב בעריו וכלתה בדיו ואכלה ממעצותיהם
Prophets,Hosea,11,7,ועמי תלואים למשובתי ואל על יקראהו יחד לא ירומם
Prophets,Hosea,11,8,איך אתנך אפרים אמגנך ישראל איך אתנך כאדמה אשימך כצבאים נהפך עלי לבי יחד נכמרו נחומי
Prophets,Hosea,11,9,לא אעשה חרון אפי לא אשוב לשחת אפרים כי אל אנכי ולא איש בקרבך קדוש ולא אבוא בעיר
Prophets,Hosea,11,10,אחרי יהוה ילכו כאריה ישאג כי הוא ישאג ויחרדו בנים מים
Prophets,Hosea,11,11,יחרדו כצפור ממצרים וכיונה מארץ אשור והושבתים על בתיהם נאם יהוה
Prophets,Hosea,12,1,סבבני בכחש אפרים ובמרמה בית ישראל ויהודה עד רד עם אל ועם קדושים נאמן
Prophets,Hosea,12,2,אפרים רעה רוח ורדף קדים כל היום כזב ושד ירבה וברית עם אשור יכרתו ושמן למצרים יובל
Prophets,Hosea,12,3,וריב ליהוה עם יהודה ולפקד על יעקב כדרכיו כמעלליו ישיב לו
Prophets,Hosea,12,4,בבטן עקב את אחיו ובאונו שרה את אלהים
Prophets,Hosea,12,5,וישר אל מלאך ויכל בכה ויתחנן לו בית אל ימצאנו ושם ידבר עמנו
Prophets,Hosea,12,6,ויהוה אלהי הצבאות יהוה זכרו
Prophets,Hosea,12,7,ואתה באלהיך תשוב חסד ומשפט שמר וקוה אל אלהיך תמיד
Prophets,Hosea,12,8,כנען בידו מאזני מרמה לעשק אהב
Prophets,Hosea,12,9,ויאמר אפרים אך עשרתי מצאתי און לי כל יגיעי לא ימצאו לי עון אשר חטא
Prophets,Hosea,12,10,ואנכי יהוה אלהיך מארץ מצרים עד אושיבך באהלים כימי מועד
Prophets,Hosea,12,11,ודברתי על הנביאים ואנכי חזון הרביתי וביד הנביאים אדמה
Prophets,Hosea,12,12,אם גלעד און אך שוא היו בגלגל שורים זבחו גם מזבחותם כגלים על תלמי שדי
Prophets,Hosea,12,13,ויברח יעקב שדה ארם ויעבד ישראל באשה ובאשה שמר
Prophets,Hosea,12,14,ובנביא העלה יהוה את ישראל ממצרים ובנביא נשמר
Prophets,Hosea,12,15,הכעיס אפרים תמרורים ודמיו עליו יטוש וחרפתו ישיב לו אדניו
Prophets,Hosea,13,1,כדבר אפרים רתת נשא הוא בישראל ויאשם בבעל וימת
Prophets,Hosea,13,2,ועתה יוספו לחטא ויעשו להם מסכה מכספם כתבונם עצבים מעשה חרשים כלה להם הם אמרים זבחי אדם עגלים ישקון
Prophets,Hosea,13,3,לכן יהיו כענן בקר וכטל משכים הלך כמץ יסער מגרן וכעשן מארבה
Prophets,Hosea,13,4,ואנכי יהוה אלהיך מארץ מצרים ואלהים זולתי לא תדע ומושיע אין בלתי
Prophets,Hosea,13,5,אני ידעתיך במדבר בארץ תלאבות
Prophets,Hosea,13,6,כמרעיתם וישבעו שבעו וירם לבם על כן שכחוני
Prophets,Hosea,13,7,ואהי להם כמו שחל כנמר על דרך אשור
Prophets,Hosea,13,8,אפגשם כדב שכול ואקרע סגור לבם ואכלם שם כלביא חית השדה תבקעם
Prophets,Hosea,13,9,שחתך ישראל כי בי בעזרך
Prophets,Hosea,13,10,אהי מלכך אפוא ויושיעך בכל עריך ושפטיך אשר אמרת תנה לי מלך ושרים
Prophets,Hosea,13,11,אתן לך מלך באפי ואקח בעברתי
Prophets,Hosea,13,12,צרור עון אפרים צפונה חטאתו
Prophets,Hosea,13,13,חבלי יולדה יבאו לו הוא בן לא חכם כי עת לא יעמד במשבר בנים
Prophets,Hosea,13,14,מיד שאול אפדם ממות אגאלם אהי דבריך מות אהי קטבך שאול נחם יסתר מעיני
Prophets,Hosea,13,15,כי הוא בן אחים יפריא יבוא קדים רוח יהוה ממדבר עלה ויבוש מקורו ויחרב מעינו הוא ישסה אוצר כל כלי חמדה
Prophets,Hosea,14,1,תאשם שמרון כי מרתה באלהיה בחרב יפלו עלליהם ירטשו והריותיו יבקעו
Prophets,Hosea,14,2,שובה ישראל עד יהוה אלהיך כי כשלת בעונך
Prophets,Hosea,14,3,קחו עמכם דברים ושובו אל יהוה אמרו אליו כל תשא עון וקח טוב ונשלמה פרים שפתינו
Prophets,Hosea,14,4,אשור לא יושיענו על סוס לא נרכב ולא נאמר עוד אלהינו למעשה ידינו אשר בך ירחם יתום
Prophets,Hosea,14,5,ארפא משובתם אהבם נדבה כי שב אפי ממנו
Prophets,Hosea,14,6,אהיה כטל לישראל יפרח כשושנה ויך שרשיו כלבנון
Prophets,Hosea,14,7,ילכו ינקותיו ויהי כזית הודו וריח לו כלבנון
Prophets,Hosea,14,8,ישבו ישבי בצלו יחיו דגן ויפרחו כגפן זכרו כיין לבנון
Prophets,Hosea,14,9,אפרים מה לי עוד לעצבים אני עניתי ואשורנו אני כברוש רענן ממני פריך נמצא
Prophets,Hosea,14,10,מי חכם ויבן אלה נבון וידעם כי ישרים דרכי יהוה וצדקים ילכו בם ופשעים יכשלו בם
Prophets,Joel,1,1,דבר יהוה אשר היה אל יואל בן פתואל
Prophets,Joel,1,2,שמעו זאת הזקנים והאזינו כל יושבי הארץ ההיתה זאת בימיכם ואם בימי אבתיכם
Prophets,Joel,1,3,עליה לבניכם ספרו ובניכם לבניהם ובניהם לדור אחר
Prophets,Joel,1,4,יתר הגזם אכל הארבה ויתר הארבה אכל הילק ויתר הילק אכל החסיל
Prophets,Joel,1,5,הקיצו שכורים ובכו והיללו כל שתי יין על עסיס כי נכרת מפיכם
Prophets,Joel,1,6,כי גוי עלה על ארצי עצום ואין מספר שניו שני אריה ומתלעות לביא לו
Prophets,Joel,1,7,שם גפני לשמה ותאנתי לקצפה חשף חשפה והשליך הלבינו שריגיה
Prophets,Joel,1,8,אלי כבתולה חגרת שק על בעל נעוריה
Prophets,Joel,1,9,הכרת מנחה ונסך מבית יהוה אבלו הכהנים משרתי יהוה
Prophets,Joel,1,10,שדד שדה אבלה אדמה כי שדד דגן הוביש תירוש אמלל יצהר
Prophets,Joel,1,11,הבישו אכרים הילילו כרמים על חטה ועל שערה כי אבד קציר שדה
Prophets,Joel,1,12,הגפן הובישה והתאנה אמללה רמון גם תמר ותפוח כל עצי השדה יבשו כי הביש ששון מן בני אדם
Prophets,Joel,1,13,חגרו וספדו הכהנים הילילו משרתי מזבח באו לינו בשקים משרתי אלהי כי נמנע מבית אלהיכם מנחה ונסך
Prophets,Joel,1,14,קדשו צום קראו עצרה אספו זקנים כל ישבי הארץ בית יהוה אלהיכם וזעקו אל יהוה
Prophets,Joel,1,15,אהה ליום כי קרוב יום יהוה וכשד משדי יבוא
Prophets,Joel,1,16,הלוא נגד עינינו אכל נכרת מבית אלהינו שמחה וגיל
Prophets,Joel,1,17,עבשו פרדות תחת מגרפתיהם נשמו אצרות נהרסו ממגרות כי הביש דגן
Prophets,Joel,1,18,מה נאנחה בהמה נבכו עדרי בקר כי אין מרעה להם גם עדרי הצאן נאשמו
Prophets,Joel,1,19,אליך יהוה אקרא כי אש אכלה נאות מדבר ולהבה להטה כל עצי השדה
Prophets,Joel,1,20,גם בהמות שדה תערוג אליך כי יבשו אפיקי מים ואש אכלה נאות המדבר
Prophets,Joel,2,1,תקעו שופר בציון והריעו בהר קדשי ירגזו כל ישבי הארץ כי בא יום יהוה כי קרוב
Prophets,Joel,2,2,יום חשך ואפלה יום ענן וערפל כשחר פרש על ההרים עם רב ועצום כמהו לא נהיה מן העולם ואחריו לא יוסף עד שני דור ודור
Prophets,Joel,2,3,לפניו אכלה אש ואחריו תלהט להבה כגן עדן הארץ לפניו ואחריו מדבר שממה וגם פליטה לא היתה לו
Prophets,Joel,2,4,כמראה סוסים מראהו וכפרשים כן ירוצון
Prophets,Joel,2,5,כקול מרכבות על ראשי ההרים ירקדון כקול להב אש אכלה קש כעם עצום ערוך מלחמה
Prophets,Joel,2,6,מפניו יחילו עמים כל פנים קבצו פארור
Prophets,Joel,2,7,כגבורים ירצון כאנשי מלחמה יעלו חומה ואיש בדרכיו ילכון ולא יעבטון ארחותם
Prophets,Joel,2,8,ואיש אחיו לא ידחקון גבר במסלתו ילכון ובעד השלח יפלו לא יבצעו
Prophets,Joel,2,9,בעיר ישקו בחומה ירצון בבתים יעלו בעד החלונים יבאו כגנב
Prophets,Joel,2,10,לפניו רגזה ארץ רעשו שמים שמש וירח קדרו וכוכבים אספו נגהם
Prophets,Joel,2,11,ויהוה נתן קולו לפני חילו כי רב מאד מחנהו כי עצום עשה דברו כי גדול יום יהוה ונורא מאד ומי יכילנו
Prophets,Joel,2,12,וגם עתה נאם יהוה שבו עדי בכל לבבכם ובצום ובבכי ובמספד
Prophets,Joel,2,13,וקרעו לבבכם ואל בגדיכם ושובו אל יהוה אלהיכם כי חנון ורחום הוא ארך אפים ורב חסד ונחם על הרעה
Prophets,Joel,2,14,מי יודע ישוב ונחם והשאיר אחריו ברכה מנחה ונסך ליהוה אלהיכם
Prophets,Joel,2,15,תקעו שופר בציון קדשו צום קראו עצרה
Prophets,Joel,2,16,אספו עם קדשו קהל קבצו זקנים אספו עוללים וינקי שדים יצא חתן מחדרו וכלה מחפתה
Prophets,Joel,2,17,בין האולם ולמזבח יבכו הכהנים משרתי יהוה ויאמרו חוסה יהוה על עמך ואל תתן נחלתך לחרפה למשל בם גוים למה יאמרו בעמים איה אלהיהם
Prophets,Joel,2,18,ויקנא יהוה לארצו ויחמל על עמו
Prophets,Joel,2,19,ויען יהוה ויאמר לעמו הנני שלח לכם את הדגן והתירוש והיצהר ושבעתם אתו ולא אתן אתכם עוד חרפה בגוים
Prophets,Joel,2,20,ואת הצפוני ארחיק מעליכם והדחתיו אל ארץ ציה ושממה את פניו אל הים הקדמני וספו אל הים האחרון ועלה באשו ותעל צחנתו כי הגדיל לעשות
Prophets,Joel,2,21,אל תיראי אדמה גילי ושמחי כי הגדיל יהוה לעשות
Prophets,Joel,2,22,אל תיראו בהמות שדי כי דשאו נאות מדבר כי עץ נשא פריו תאנה וגפן נתנו חילם
Prophets,Joel,2,23,ובני ציון גילו ושמחו ביהוה אלהיכם כי נתן לכם את המורה לצדקה ויורד לכם גשם מורה ומלקוש בראשון
Prophets,Joel,2,24,ומלאו הגרנות בר והשיקו היקבים תירוש ויצהר
Prophets,Joel,2,25,ושלמתי לכם את השנים אשר אכל הארבה הילק והחסיל והגזם חילי הגדול אשר שלחתי בכם
Prophets,Joel,2,26,ואכלתם אכול ושבוע והללתם את שם יהוה אלהיכם אשר עשה עמכם להפליא ולא יבשו עמי לעולם
